City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
279,byron bay,-28.65,153.6167,15.39,71,0,3.54,AU,1686261528
280,usinsk,65.9939,57.5281,3.53,65,81,3.54,RU,1686261528
281,vorkuta,67.5,64.0,2.1,66,28,0.21,RU,1686261528
282,phan rang-thap cham,11.5667,108.9833,26.35,76,100,2.16,VN,1686261528
283,oujda-angad,34.6805,-1.9076,19.35,88,75,1.54,MA,1686261529
284,banda aceh,5.5577,95.3222,26.81,79,100,3.46,ID,1686261529
285,otaru,43.1894,141.0022,15.57,88,100,7.2,JP,1686261529
286,ghat,24.9647,10.1728,32.38,20,1,3.41,LY,1686261529
287,dingras,18.1032,120.6967,25.86,89,40,2.06,PH,1686261529
288,formosa,-26.1775,-58.1781,24.99,76,0,3.6,AR,1686261529
289,coquimbo,-29.9533,-71.3436,15.85,77,40,3.6,CL,1686261530
290,heber springs,35.4915,-92.0313,23.86,93,92,3.82,US,1686261530
291,orichi,58.4036,49.0572,6.24,91,9,1.6,RU,1686261530
292,navirai,-23.065,-54.1906,18.31,75,5,1.81,BR,1686261530
293,kingston,17.997,-76.7936,27.53,91,75,7.2,JM,1686261256
294,corner brook,48.9667,-57.9484,14.09,84,92,0.99,CA,1686261531
295,lompoc,34.6391,-120.4579,25.56,75,75,4.12,US,1686261531
296,estevan,49.1334,-102.9842,29.19,54,75,6.69,CA,1686261531
297,dudinka,69.4058,86.1778,6.33,59,96,6.68,RU,1686261531
298,garoowe,8.4054,48.4845,26.05,72,63,8.93,SO,1686261532
299,murghob,38.1702,73.9667,7.58,51,0,1.58,TJ,1686261532
300,jayapura,-2.5333,140.7,24.66,89,87,2.05,ID,1686261532
301,gubkinskiy,64.434,76.5026,4.73,77,73,4.57,RU,1686261532
302,neiafu,-18.65,-173.9833,25.38,83,75,2.06,TO,1686261532
303,port augusta,-32.5,137.7667,10.46,86,5,1.06,AU,1686261486
304,severinia,-20.8094,-48.8028,19.47,55,0,1.77,BR,1686261422
305,belidzhi,41.8918,48.4125,16.65,65,0,2.3,RU,1686261533
306,nacala,-14.5428,40.6728,22.46,88,0,1.49,MZ,1686261533
307,aasiaat,68.7098,-52.8699,-0.46,73,9,4.24,GL,1686261534
308,booue,-0.0921,11.9385,23.04,93,96,1.02,GA,1686261534
309,dietenhofen,49.4,10.6833,15.87,90,0,0.0,DE,1686261534
310,grunheide,52.4167,13.8167,22.21,54,95,4.05,DE,1686261534
311,fale old settlement,-9.3852,-171.2468,28.51,77,26,5.23,TK,1686261534
312,shache,38.4167,77.2406,22.06,20,0,2.32,CN,1686261535
313,dunedin,-45.8742,170.5036,7.67,71,77,2.68,NZ,1686261535
314,wawarsing,41.759,-74.3574,19.41,68,90,2.23,US,1686261535
315,arar,30.9753,41.0381,30.01,11,0,2.06,SA,1686261535
316,tolanaro,-25.0319,46.9987,23.04,83,0,6.17,MG,1686261535
317,kone,-21.0595,164.8658,22.41,50,0,0.79,NC,1686261535
318,new norfolk,-42.7826,147.0587,8.73,79,67,2.24,AU,1686261536
319,dauphin,51.1494,-100.0502,20.08,88,100,3.09,CA,1686261536
320,lobujya,27.95,86.8167,-6.62,67,68,1.45,NP,1686261536
321,mount pearl,47.5166,-52.7813,13.31,92,75,5.14,CA,1686261536
322,virginia beach,36.8529,-75.978,20.03,79,75,4.63,US,1686261405
323,hadibu,12.65,54.0333,28.55,77,88,5.47,YE,1686261537
324,otacilio costa,-27.4831,-50.1219,12.75,82,0,0.29,BR,1686261537
325,valparaiso,-33.0393,-71.6273,16.11,86,100,3.09,CL,1686261537
326,mega,4.05,38.3,19.03,56,57,6.94,ET,1686261537
327,santa cecilia,-26.9608,-50.4269,11.3,81,1,0.84,BR,1686261537
328,tapes,-30.6733,-51.3958,20.19,73,1,2.06,BR,1686261538
329,naliya,23.2667,68.8333,27.93,81,8,6.16,IN,1686261538
330,tafuna,-14.3358,-170.72,28.05,77,79,4.63,AS,1686261538
331,aioun,16.6614,-9.6149,36.41,12,100,3.66,MR,1686261538
332,puerto deseado,-47.7503,-65.8938,4.27,95,91,12.65,AR,1686261538
333,basco,20.4487,121.9702,27.47,78,6,2.92,PH,1686261539
334,cambria,35.5641,-121.0808,28.41,82,44,3.13,US,1686261539
335,bakchar,57.0186,82.0711,15.41,97,100,2.47,RU,1686261539
336,yarkovo,57.4028,67.0786,11.15,73,67,2.22,RU,1686261539
337,ust-tsilma,65.441,52.1498,3.58,72,44,2.63,RU,1686261539
338,cold springs,39.6802,-119.9766,23.81,46,20,9.26,US,1686261540
339,guarapari,-20.6667,-40.4975,21.61,84,0,3.15,BR,1686261361
340,egersund,58.4513,5.9997,10.6,78,25,2.85,NO,1686261540
341,nuku'alofa,-21.1333,-175.2,24.19,88,100,3.09,TO,1686261540
342,filipstad,59.7124,14.1683,12.33,50,30,3.69,SE,1686261541
343,acarau,-2.8856,-40.12,26.45,83,7,5.97,BR,1686261541
344,porto novo,6.4965,2.6036,26.9,80,100,1.12,BJ,1686261542
345,amatitan,20.8333,-103.7167,35.93,5,46,4.17,MX,1686261542
346,al karamah,31.9522,35.5792,33.32,28,71,1.16,JO,1686261542
347,vakarai,55.6035,23.8213,15.29,70,37,1.93,LT,1686261542
348,eraan,9.0629,117.7016,26.0,85,28,2.56,PH,1686261543
349,manismata,-2.4667,111.0333,22.31,99,92,1.26,ID,1686261543
350,nagqu,31.5,92.0,4.19,76,82,2.86,CN,1686261543
351,afaahiti,-17.75,-149.2833,27.93,69,73,8.22,PF,1686261543
352,ankang,32.68,109.0172,19.48,87,15,0.86,CN,1686261543
353,crane,31.3974,-102.3501,33.99,16,5,1.57,US,1686261544
354,undurkhaan,47.3194,110.6556,12.15,55,94,2.31,MN,1686261544
355,earlimart,35.8841,-119.2723,27.95,46,75,2.57,US,1686261544
356,namibe,-15.1961,12.1522,18.67,76,0,3.09,AO,1686261544
357,gisborne,-38.6533,178.0042,14.18,75,22,5.65,NZ,1686261545
358,jonava,55.0833,24.2833,14.03,79,0,0.51,LT,1686261545
359,ad dawadimi,24.5077,44.3924,28.64,10,14,4.19,SA,1686261545
360,san sebastian de la gomera,28.0916,-17.1133,22.43,78,0,2.57,ES,1686261545
361,soufriere,13.8562,-61.0566,29.81,79,40,8.23,LC,1686261545
362,argo,37.6333,22.7333,22.66,67,31,0.64,GR,1686261462
363,champerico,14.3,-91.9167,33.3,68,53,5.22,GT,1686261474
364,tarauaca,-8.1614,-70.7656,25.4,94,78,0.62,BR,1686261546
365,skeldon,5.8833,-57.1333,25.3,93,70,2.14,GY,1686261546
366,kilindoni,-7.9139,39.6668,26.14,76,3,4.9,TZ,1686261546
367,krumovgrad,41.4667,25.65,14.03,84,82,1.47,BG,1686261547
368,keflavik,64.0049,-22.5624,9.24,93,100,8.75,IS,1686261547
369,labytnangi,66.6572,66.4183,3.73,71,75,1.87,RU,1686261525
370,namie,37.4833,141.0,18.73,93,100,7.01,JP,1686261547
371,kailua-kona,19.6406,-155.9956,26.98,85,75,4.12,US,1686261476
372,pedernales,18.0384,-71.744,30.52,56,100,6.04,DO,1686261548
373,arkhangel'sk,64.5401,40.5433,7.37,97,100,1.14,RU,1686261548
374,beira,-19.8436,34.8389,22.05,100,0,3.09,MZ,1686261535
375,kruisfontein,-34.0033,24.7314,17.16,59,55,3.39,ZA,1686261548
376,varallo,45.8139,8.259,18.36,91,96,2.49,IT,1686261548
377,bikenibeu village,1.3673,173.1241,29.98,79,100,4.12,KI,1686261549
378,sofo-birnin-gwari,11.0154,6.7804,22.11,92,97,1.53,NG,1686261549
379,sao gabriel da cachoeira,-0.1303,-67.0892,24.67,96,80,1.08,BR,1686261549
380,yemel'yanovo,56.1681,92.6767,21.45,60,0,0.0,RU,1686261549
381,lerwick,60.1545,-1.1494,9.0,76,71,4.03,GB,1686261550
382,alliance,40.9153,-81.1059,19.8,45,88,4.74,US,1686261550
383,salekhard,66.53,66.6019,4.07,69,91,1.48,RU,1686261550
384,maua,-23.6678,-46.4614,22.16,80,0,0.86,BR,1686261311
385,saipan,15.1355,145.701,28.69,100,20,1.79,MP,1686261550
386,nicoya,10.1483,-85.452,28.48,77,93,2.28,CR,1686261551
387,kerikeri,-35.2268,173.9474,13.28,82,68,0.89,NZ,1686261551
388,kismayo,-0.3582,42.5454,26.28,82,46,6.24,SO,1686261551
389,bovalino superiore,38.1833,16.1667,20.37,81,5,2.75,IT,1686261551
390,patnanungan,14.7833,122.1833,27.08,77,99,0.43,PH,1686261551
391,charters towers,-20.1,146.2667,17.72,73,43,0.93,AU,1686261373
392,pernio,60.2,23.1333,10.83,70,0,3.76,FI,1686261552
393,hohhot,40.8106,111.6522,12.16,40,0,1.0,CN,1686261552
394,okoneshnikovo,54.8377,75.0834,12.41,81,28,5.36,RU,1686261552
395,puerto baquerizo moreno,-0.9,-89.6,28.55,74,75,3.6,EC,1686261552
396,albania,41.0,20.0,18.14,89,75,1.32,AL,1686261553
397,taoudenni,22.6783,-3.9836,37.86,18,0,7.34,ML,1686261553
398,cooper's town,26.8667,-77.5167,27.91,74,74,5.07,BS,1686261553
399,mont-dore,-22.2833,166.5833,20.56,99,9,1.8,NC,1686261554
400,alcantara,-2.4089,-44.4147,28.11,89,8,2.88,BR,1686261554
401,tapa,59.2606,25.9586,6.54,96,18,1.96,EE,1686261554
402,pacific grove,36.6177,-121.9166,22.53,73,0,5.14,US,1686261554
403,kolonia,50.9333,6.95,18.96,76,0,1.03,DE,1686261554
404,carutapera,-1.195,-46.02,25.2,91,14,2.82,BR,1686261554
405,tamanrasset,22.785,5.5228,29.95,10,0,1.54,DZ,1686261555
406,cururupu,-1.8283,-44.8683,24.44,92,11,1.4,BR,1686261555
407,chernyshevskiy,63.0128,112.4714,11.22,67,46,1.2,RU,1686261555
408,palmer,42.1584,-72.3287,18.75,64,75,2.57,US,1686261555
409,gaalkacyo,6.7697,47.4308,26.25,73,90,8.32,SO,1686261555
410,tomatlan,19.9333,-105.25,31.63,50,98,5.84,MX,1686261556
411,saint-joseph,-21.3667,55.6167,21.21,75,23,4.19,RE,1686261556
412,mount hagen,-5.8581,144.2274,15.71,99,100,1.11,PG,1686261556
413,susuman,62.7833,148.1667,13.62,51,45,3.39,RU,1686261556
414,berdigestyakh,62.0989,126.6992,10.01,96,100,0.65,RU,1686261556
415,hovd,48.0056,91.6419,21.05,28,62,2.76,MN,1686261557
416,viedma,-40.8135,-62.9967,22.72,32,50,13.11,AR,1686261557
417,junin,-34.5838,-60.9433,20.5,93,100,4.64,AR,1686261557
418,dom pedro,-4.4833,-44.45,26.27,80,97,0.95,BR,1686261557
419,lihue,21.9789,-159.3672,27.77,71,40,4.12,US,1686261363
420,mantua,45.1667,10.7833,22.53,76,75,2.24,IT,1686261557
421,colby,39.3958,-101.0524,30.18,42,100,5.14,US,1686261551
422,pathein,16.7833,94.7333,25.59,88,89,2.22,MM,1686261558
423,kapuskasing,49.4169,-82.4331,23.0,35,75,3.6,CA,1686261558
424,herval,-32.0236,-53.3956,19.29,89,15,2.43,BR,1686261558
425,podporozh'ye,60.9112,34.1706,7.71,97,97,3.12,RU,1686261558
426,preobrazheniye,42.9019,133.9064,12.25,98,100,7.87,RU,1686261558
427,pasni,25.2631,63.471,28.03,92,0,4.26,PK,1686261559
428,paradip garh,20.3167,86.6167,29.81,87,100,5.92,IN,1686261559
429,rawson,-43.3002,-65.1023,16.74,39,19,16.27,AR,1686261559
430,muleshoe,34.2265,-102.7238,29.83,19,6,2.59,US,1686261559
431,mahdia,35.5047,11.0622,22.97,71,75,6.97,TN,1686261559
432,ed damer,17.5928,33.9592,34.8,25,52,1.74,SD,1686261559
433,yeppoon,-23.1333,150.7333,16.88,85,1,1.27,AU,1686261560
434,nadur,36.0378,14.2942,20.33,80,17,1.62,MT,1686261560
435,ridgecrest,35.6225,-117.6709,29.82,22,20,2.06,US,1686261389
436,san antonio de pale,-1.4014,5.6325,25.0,79,85,5.0,GQ,1686261560
437,zhezqazghan,47.7833,67.7667,21.78,48,100,5.49,KZ,1686261560
438,port alfred,-33.5906,26.891,14.54,74,13,0.89,ZA,1686261491
439,nobeoka,32.5833,131.6667,20.28,91,97,0.96,JP,1686261561
440,marandahalli,12.4,78.0,24.6,76,98,4.12,IN,1686261561
441,isangel,-19.55,169.2667,22.06,73,20,1.03,VU,1686261561
442,cristalina,-16.7686,-47.6136,16.85,51,7,2.45,BR,1686261561
443,zhirnovsk,50.9845,44.7735,16.18,55,89,1.31,RU,1686261561
444,jiayuguan,39.8167,98.3,19.23,21,77,1.77,CN,1686261562
445,ko pha ngan,9.7578,100.0291,26.19,75,99,8.07,TH,1686261562
446,mazagao,-0.115,-51.2894,29.03,94,30,1.8,BR,1686261563
447,praia da vitoria,38.7333,-27.0667,20.14,77,40,5.0,PT,1686261563
448,kattivakkam,13.2167,80.3167,30.6,73,100,4.77,IN,1686261564
449,chany,55.3121,76.7647,12.04,87,77,5.89,RU,1686261564
450,vadso,70.0744,29.7487,3.49,75,40,4.63,NO,1686261564
451,dayr hafir,36.1569,37.7078,26.52,37,100,5.07,SY,1686261564
452,rundu,-17.9333,19.7667,15.62,34,0,1.01,NA,1686261564
453,chimoio,-19.1164,33.4833,18.92,82,0,0.97,MZ,1686261564
454,alappuzha,9.49,76.3264,26.79,84,100,1.95,IN,1686261564
455,pulandian,39.3953,121.9669,19.69,50,36,1.74,CN,1686261565
456,tsiombe,-25.3,45.4833,19.71,78,0,1.72,MG,1686261565
457,andippatti,9.9833,77.6333,25.45,70,100,1.94,IN,1686261565
458,laojunmiao,39.8333,97.7333,16.94,25,80,1.51,CN,1686261565
459,itoman,26.1247,127.6694,27.01,92,75,4.63,JP,1686261566
460,aketi,2.7388,23.7833,21.2,96,100,0.32,CD,1686261566
461,nahiyat ash shinafiyah,31.5874,44.6602,34.86,13,0,4.55,IQ,1686261566
462,elko,41.0002,-115.5012,23.01,49,48,2.03,US,1686261566
463,daru,-9.0763,143.2092,25.18,82,100,6.38,PG,1686261566
464,suntar,62.1444,117.6319,12.93,65,81,0.53,RU,1686261566
465,macapa,0.0389,-51.0664,28.99,74,20,1.54,BR,1686261439
466,galveston,29.3669,-94.9669,35.58,64,81,0.45,US,1686261567
467,madalena,41.2162,-8.3345,18.2,94,74,2.91,PT,1686261567
468,zahedan,29.4963,60.8629,29.95,19,20,4.12,IR,1686261567
469,panaba,21.2833,-88.2667,31.69,47,4,6.94,MX,1686261567
470,vila velha,-20.3297,-40.2925,21.97,86,0,2.57,BR,1686261568
471,akureyri,65.6835,-18.0878,10.96,71,40,3.6,IS,1686261568
472,illela,13.7292,5.2975,33.65,41,97,5.97,NG,1686261568
473,manokwari,-0.8667,134.0833,26.01,76,16,1.32,ID,1686261568
474,bayramaly,37.6185,62.1671,26.86,30,58,10.98,TM,1686261569
475,lijiang,26.8688,100.2207,14.53,98,100,1.35,CN,1686261569
476,nhamunda,-2.1861,-56.7131,27.48,73,70,1.05,BR,1686261569
477,dakhla,23.6848,-15.958,23.01,83,16,5.14,EH,1686261569
478,nelson bay,-32.7167,152.15,12.78,91,0,4.02,AU,1686261569
479,asifabad,19.3667,79.2833,34.35,33,99,5.1,IN,1686261569
480,tazovsky,67.4667,78.7,2.45,74,98,6.08,RU,1686261569
481,great falls,47.5002,-111.3008,24.66,58,0,6.17,US,1686261559
482,bantay,17.5847,120.3892,26.47,82,62,1.45,PH,1686261570
483,kadugli,11.0167,29.7167,30.93,45,63,0.77,SD,1686261570
484,northport,33.229,-87.5772,29.94,56,20,2.57,US,1686261570
485,north bend,43.4065,-124.2243,22.91,77,100,5.14,US,1686261570
486,santa rosalia,27.3167,-112.2833,28.74,31,100,0.73,MX,1686261571
487,goundam,16.4145,-3.6708,34.51,11,0,3.0,ML,1686261571
488,thinadhoo,0.5333,72.9333,28.04,75,18,2.31,MV,1686261571
489,tangalle,6.024,80.7911,27.09,87,97,5.77,LK,1686261571
490,la ligua,-32.4524,-71.2311,14.93,84,31,1.41,CL,1686261554
491,richards bay,-28.783,32.0377,19.12,88,21,2.37,ZA,1686261531
492,paita,-5.0892,-81.1144,25.07,75,82,7.44,PE,1686261572
493,ulladulla,-35.35,150.4667,12.57,64,4,3.82,AU,1686261572
494,trunovskoye,45.4878,42.1358,15.72,58,22,5.16,RU,1686261572
495,bac lieu,9.285,105.7244,26.96,81,100,3.88,VN,1686261573
496,quatre cocos,-20.2078,57.7625,23.06,80,8,3.41,MU,1686261573
497,port-vila,-17.7338,168.3219,21.78,78,20,0.51,VU,1686261573
498,tonghae,37.5439,129.1069,18.96,88,69,3.36,KR,1686261573
499,floro,61.5996,5.0328,15.04,71,0,2.06,NO,1686261574
500,namikupa,-10.8333,39.6,19.54,98,10,0.2,TZ,1686261574
501,tasqala,51.1167,50.3167,16.43,60,23,1.35,KZ,1686261574
502,addanki,15.8167,79.9833,32.97,40,100,6.18,IN,1686261574
503,castillos,-34.1667,-53.8333,19.92,83,29,3.83,UY,1686261574
504,natal,-5.795,-35.2094,27.12,83,20,3.6,BR,1686261575
505,bodaybo,57.8506,114.1933,11.86,70,25,0.2,RU,1686261575
506,kangding,30.0513,101.9603,10.47,94,100,0.59,CN,1686261575
507,roosevelt,33.9668,-103.4505,31.61,14,4,4.53,US,1686261575
508,aracataca,10.5918,-74.1898,25.05,55,100,1.73,CO,1686261575
509,shira,54.4911,89.9531,17.56,69,84,2.52,RU,1686261575
510,bratsk,56.1325,101.6142,17.27,71,0,1.96,RU,1686261576
511,berezovyy,51.6667,135.7,15.24,87,100,1.32,RU,1686261576
512,arkansas city,37.062,-97.0384,33.08,40,20,2.57,US,1686261576
513,aso,32.9551,131.0967,16.66,91,100,0.6,JP,1686261576
514,balykshi,47.0667,51.8667,18.0,63,0,6.0,KZ,1686261576
515,kenai,60.5544,-151.2583,16.68,79,75,5.66,US,1686261346
516,kaiapoi,-43.3783,172.6401,7.83,89,100,1.03,NZ,1686261577
517,bairnsdale,-37.8333,147.6167,9.47,92,60,2.8,AU,1686261577
518,ataq,14.5377,46.8319,26.22,59,74,4.27,YE,1686261577
519,hafar al-batin,28.4328,45.9708,34.32,12,0,5.14,SA,1686261577
520,mahanoro,-19.9,48.8,21.24,90,38,1.36,MG,1686261578
521,moa,20.6569,-74.9403,27.61,83,100,1.45,CU,1686261578
522,caleta de carquin,-11.0925,-77.6267,22.82,78,16,5.62,PE,1686261578
523,vanimo,-2.6741,141.3028,26.35,85,66,1.48,PG,1686261578
524,simanggang,1.2472,111.4528,23.99,100,100,0.0,MY,1686261578
525,bacolod,10.6667,122.95,25.96,90,38,3.91,PH,1686261579
526,puerto la cruz,10.2167,-64.6167,27.69,77,67,3.46,VE,1686261579
527,nguekhokh,14.5128,-17.005,25.49,88,20,6.69,SN,1686261579
528,fisterra,42.9049,-9.2629,19.45,86,65,10.32,ES,1686261579
529,ahfir,34.9537,-2.1003,21.34,88,100,2.05,MA,1686261579
530,woolgoolga,-30.1106,153.2007,10.93,72,0,1.71,AU,1686261579
531,alta,69.9689,23.2717,5.59,65,75,4.12,NO,1686261579
532,okeho,8.0333,3.35,21.81,91,98,1.06,NG,1686261580
533,manado,1.487,124.8455,22.43,94,20,0.51,ID,1686261580
534,salinopolis,-0.6136,-47.3561,26.21,87,19,4.57,BR,1686261580
535,el abiodh sidi cheikh,32.893,0.5484,31.19,22,97,9.09,DZ,1686261580
536,nyurba,63.2842,118.3319,13.66,60,67,1.27,RU,1686261580
537,calca,-13.3333,-71.95,22.64,61,73,2.67,PE,1686261580
538,turbat,26.0023,63.044,29.79,70,9,3.84,PK,1686261581
539,huinan,42.6225,126.2614,13.46,71,64,1.8,CN,1686261581
540,marijampole,54.5667,23.35,15.15,63,0,1.05,LT,1686261581
541,katsuura,35.1333,140.3,22.01,97,100,11.55,JP,1686261581
542,crozon,48.2464,-4.4899,19.07,94,0,3.09,FR,1686261581
543,sept-iles,50.2001,-66.3821,11.14,93,100,4.12,CA,1686261582
544,kalaleh,37.3807,55.4916,18.78,94,100,6.17,IR,1686261582
545,mwinilunga,-11.7358,24.4293,18.2,54,82,1.57,ZM,1686261582
546,naze,28.3667,129.4833,23.51,89,100,6.44,JP,1686261582
547,nova sintra,14.8667,-24.7167,21.76,83,1,3.02,CV,1686261582
548,santa cruz,-17.8,-63.1667,25.07,68,29,3.93,BO,1686261499
549,konstantinovka,49.6167,127.9833,14.69,94,100,4.73,RU,1686261583
550,mata-utu,-13.2816,-176.1745,27.66,79,37,3.0,WF,1686261583
551,bengkulu,-3.8004,102.2655,24.16,91,91,2.12,ID,1686261583
552,ciudad lazaro cardenas,17.9583,-102.2,31.09,56,64,4.9,MX,1686261514
553,pangody,65.85,74.4859,3.4,70,10,2.95,RU,1686261584
554,severo-yeniseyskiy,60.3725,93.0408,17.5,72,15,2.26,RU,1686261584
555,tubas,32.3209,35.3699,24.57,31,89,1.58,PS,1686261584
556,malanje,-9.5402,16.341,18.39,79,76,2.09,AO,1686261584
557,piti village,13.4626,144.6933,28.03,87,40,2.57,GU,1686261584
558,pariaman,-0.619,100.12,25.73,85,97,1.45,ID,1686261462
559,lata,40.1629,-8.3327,18.84,95,44,2.73,PT,1686261585
560,maumere,-8.6199,122.2111,25.65,87,81,2.97,ID,1686261585
